,1133,1151,1152,2111,2121,2122,2123,2131,2211,2212,2213,2361,2362,2371,2372,2373,2379,2381,2382,2383,2389,3111,3112,3113,3114,3115,3116,3117,3118,3119,3121,3122,3131,3132,3133,3141,3149,3151,3152,3159,3161,3162,3169,3211,3212,3219,3221,3222,3231,3241,3251,3253,3254,3255,3256,3259,3261,3262,3271,3272,3273,3274,3279,3313,3314,3315,3321,3322,3323,3324,3325,3326,3328,3329,3331,3332,3333,3334,3335,3336,3339,3341,3342,3344,3345,3346,3351,3352,3353,3359,3361,3362,3363,3364,3365,3366,3369,3371,3372,3391,3399,4231,4232,4233,4234,4235,4236,4237,4238,4239,4241,4242,4243,4245,4246,4247,4248,4249,4251,4411,4412,4413,4421,4422,4431,4441,4442,4451,4452,4453,4461,4471,4481,4482,4511,4512,4531,4532,4533,4539,4541,4543,4811,4831,4832,4841,4842,4853,4854,4855,4861,4862,4869,4871,4872,4879,4881,4882,4883,4884,4885,4889,4921,4922,4931,5111,5121,5122,5151,5152,5179,5191,5211,5221,5222,5223,5231,5232,5239,5241,5242,5259,5311,5312,5313,5322,5323,5324,5331,5411,5412,5413,5414,5416,5417,5418,5419,5511,5611,5612,5613,5614,5615,5616,5617,5619,5621,5622,5629,6111,6112,6113,6114,6115,6116,6117,6211,6212,6214,6216,6219,6221,6222,6223,6231,6232,6233,6241,6244,7111,7112,7113,7114,7115,7121,7131,7132,7139,7211,7213,7223,7225,8111,8114,8121,8122,8123,8129,8131,8132,8133,8134,8139
1133,0,0,0,0.050682791,0,0,0,0,0,0.036156633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002213626,0,0,0.000558988,0,0.033853812,0,0,0.116712839,0,0,0.089352542,0,0,0,0,0.064271655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025956401,0.012394638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078153764,0,0,0,0.010263817,0,0,0,0,0,0,0,0,0.105897622,0,0,0,0,0,0,0,0,0.06675285,0,0,0,0,0,0,0,0,0.073418109,0,0.016325584,0,0,0,0,0,0,0,0,0,0,0,0,0.035830656,0,0,0,0,0,0.03602003,0,0.041627175,0.021539653,0,0.054108509,0.016459184,0.007251176,0.010411027,0,0,0,0,0,0.004123972,0,0,0,0.032975604,0.099670527,0,0,0,0,0,0,0.062043943,0,0,0,0.074627435,0,0,0.094020653,0,0,0,0.011729202,0.02244719,0,0.036559504,0,0.054162333,0.007984005,0.123025538,0,0.085440701,0,0.087901,0.065866455,0,0,0,0,0,0,0,0,0,0,0,0,0.005477597,0,0.076348322,0,0,0,0,0.010474839,0.00123658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018065602,0.090330128,0.045199572,0,0,0,0,0,0.024479895,0,0,0,0,0.064681629,0.083492094,0,0.05531101,0.027406776,0,0,0,0,0,0,0,0,0.008445583,0,0,0.022003747,0.017669183,0.030712282,0,0,0,0.118947087,0.04983368,0,0.053713777,0,0,0,0.029931357,0.046018461
1151,0,0,0,0.00803202,0,0,0,0,0,0,0,0.08811953,0.004443417,0,0,0,0,0,0.000267611,0,0,0.401728117,0,0,0,0,0,0,0,0,0,0.021525497,0,0,0.129620055,0,0,0,0,0.031840049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002773945,0,0,0.015758936,0,0,0,0.027050234,0,0,0,0,0,0,0,0,0.034728869,0,0,0,0,0,0,0,0,0.075713929,0,0,0,0,0.008185676,0,0,0,0,0,0,0,0,0,0,0.033077109,0,0,0,0,0,0,0,0.041826593,0,0,0,0,0.035770343,0.048911403,0,0.041583384,0,0,0.067566983,0.003282378,0.093763877,0.057160668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101879286,0,0,0,0,0,0,0,0.048709499,0,0.053345921,0,0,0.033725265,0.131378787,0,0.090488715,0,0.032684756,0.082652873,0,0.037515668,0,0,0,0,0,0,0,0,0,0,0.017184489,0,0,0.100240092,0,0,0.011495457,0,0,0.000626587,0,0,0,0,0,0.093373486,0,0,0,0,0,0,0.016368614,0.053066784,0,0,0,0,0,0,0,0,0,0,0,0.042715457,0.063949765,0.00343009,0.06241016,0.06246449,0.023533871,0,0,0,0,0,0.057118018,0,0,0,0,0.082401472,0.064418823,0.097803818,0,0,0.019370711,0.063378245,0.0193032,0,0.097483684,0,0,0.042253562,0.002239502,0.047010611
1152,0.013082071,0,0,0,0,0.000845995,0,0,0,0.046885973,0,0.032717832,0.026639392,0,0,0,0,0,0,0,0,0,0,0.02745402,0,0,0.502426408,0,0.034938464,0,0,0,0,0.045415085,0.047772782,0,0,0,0,0.014076212,0,0,0,0,0,0,0.03733872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00696315,0,0,0,0.058330737,0,0,0,0,0,0,0,0.054423201,0.025738956,0,0,0,0,0,0,0,0,0.063736485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016908611,0,0,0,0,0,0,0,0.036248701,0,0,0,0,0.035938642,0.048683869,0,0.047629675,0,0.005901451,0.076099868,0,0.096005185,0.028490374,0,0,0,0,0,0,0,0,0,0.0036303,0.012333276,0,0,0,0,0,0,0.07283835,0,0,0,0.118799311,0.00281575,0,0,0,0,0,0,0.07572888,0,0.004070921,0,0,0.038746067,0.160627023,0,0.062561439,0,0.029721979,0.096628517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022768618,0,0,0.049045484,0,0,0,0,0,0,0,0,0.04536576,0,0,0,0,0.005477203,0.014181563,0,0.016636758,0,0,0,0,0,0,0,0,0,0,0,0.102944645,0.127083943,0,0.045288216,0.038334593,0.0234988,0,0,0,0,0,0.043718986,0,0.058636197,0.00546445,0,0.06567938,0.042481911,0.106578268,0,0,0,0.040125687,0.021363089,0,0.561420299,0,0,0,0.006786958,0.013266908
2111,0,0,0.077915788,0,0,0.118489649,0,0,0,0.130366017,0,0.007529819,0.042462434,0,0,0,0.016314263,0.015738079,0,0,0,0,0,0,0,0,0.040410709,0,0.031436371,0,0,0,0,0,0,0,0,0,0,0.032628959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025603389,0,0,0,0,0.027088525,0,0,0.111031099,0.020810607,0,0,0,0,0,0,0,0,0.023528281,0,0,0,0.017865427,0,0,0,0,0,0,0,0,0,0,0,0.086105636,0,0,0,0,0,0,0.029802391,0.032286793,0,0.010441409,0,0,0,0.026653728,0,0.038814484,0,0.023945953,0.060370682,0.011891766,0.069684167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153727303,0,0,0,0.089967006,0.040230403,0,0,0,0,0,0,0.025670016,0,0.087406609,0,0,0.043288099,0.131120663,0,0.095329199,0,0.110317072,0.154855408,0,0,0.095148807,0,0,0.04136379,0.210402526,0.007793731,0,0.054119716,0,0,0,0.105367972,0.137019887,0.100739568,0.041550949,0,0.092552708,0,0,0.036281018,0,0,0,0,0,0.131162046,0,0.034270188,0,0,0,0,0,0,0,0.085870182,0.054625975,0,0,0.07166153,0.024068437,0,0,0,0,0.065780761,0.059956836,0,0.012776345,0.025441489,0.09065688,0,0,0.096111766,0.138991909,0.065662784,0.105737427,0,0,0,0,0.127051068,0.078340748,0.024383018,0,0,0,0.057567421,0.000585091,0,0.190475512,0,0,0.074273709,0.022099667,0.03665216
2121,0,0,0,0.078738959,0,0.467161279,0.13333531,0.517708682,0.221382927,0.202831235,0.067468294,0.035866298,0.009584472,0.211535312,0.050687541,0.108876705,0.088779481,0.101168274,0.023050997,0.006371887,0.129676962,0,0,0,0,0.075603245,0,0.094829204,0.049114782,0.092855349,0,0,0.028717623,0.010135345,0,0,0.371694402,0.517315806,0.11340273,0.056789497,0.469610524,0.037874773,0.22564841,0,0.086925368,0,0,0.208336731,0,0,0.375145683,0,0,0,0.134041767,0,0,0,0.296132132,0,0.337035887,0.576559574,0.048412765,0.135280839,0.13007308,0.357474404,0.034910294,0.276686358,0.191209626,0,0.208179457,0,0,0,0.332530378,0.273661097,0.18103833,0.13818583,0,0,0.12952851,0.488084222,0.288609979,0.225775751,0.111930378,0,0,0.091637919,0.173407943,0.23095178,0,0,0.072752575,0.223742771,0.58197587,0,0.06833405,0,0.09861393,0.241598321,0.061859275,0,0.039198843,0.09652825,0.30559426,0.49607904,0.246486443,0.166501495,0.07314672,0.164801131,0.07801332,0.434777266,0,0.033272063,0.050704561,0.020429396,0,0.139802345,0.107407249,0,0.070644605,0.072806301,0.134124262,0.260550593,0.039530492,0,0.069957772,0,0.029851763,0.046033483,0,0.045960593,0,0,0.176549458,0.148978405,0.132223987,0.064881334,0,0,0.319302732,0,0,0,0.13280622,0.101601842,0.03090016,0,0.317149245,0,0.130754755,0,0.272695177,0.172055351,0.017010863,0,0,0.118844469,0.071298529,0.138255234,0.256285142,0.071536563,0.053465068,0,0,0,0.28665193,0,0.134395427,0,0,0.018032097,0.04722917,0,0.046149842,0,0.20513262,0,0.251754593,0.012207365,0.113829008,0.392742735,0,0.105935719,0,0.111846394,0.005330216,0.112715011,0,0.135812954,0,0.21413132,0,0,0.274059454,0,0.104126039,0.423574014,0,0,0.023890291,0.162984921,0,0,0,0,0.078639937,0,0,0,0.15893814,0,0.309603076,0.278358868,0.009025706,0,0.004348649,0.046155967,0.012090551,0.098186498,0.093011677,0.132641746,0.067664905,0.040651681,0.00143791,0,0.028879461,0.028423525,0.02807087,0,0,0.172393105,0.289395677,0.007251026,0.126032346,0,0,0.171081092,0,0,0,0,0.236645194,0.062048926,0,0,0,0,0.039939023,0.280444847,0.054968553,0,0.214627562
2122,0.09569526,0,0.049062229,0.049826025,0.240502826,0,0.02524113,0.02143433,0,0.056948494,0.026320904,0.198133294,0.108615785,0.103441132,0.056536713,0.073333192,0.123352805,0.13920213,0,0.15008968,0.07710011,0,0.013079665,0,0,0.034455855,0,0,0,0,0.134915335,0.230810589,0,0,0,0,0,0,0.005308551,0.211936752,0,0.327720602,0.168706753,0.109256241,0.130098863,0.00747707,0.08059405,0,0.10540938,0.22895168,0.045202753,0,0.273858993,0.12513194,0.025947587,0,0,0,0,0.092111456,0.079179387,0,0.078621283,0.027186659,0,0.073288965,0,0,0,0.034696261,0,0,0,0,0.119700847,0.086385671,0.07294415,0,0,0,0,0.203898783,0.101334553,0.059689624,0.225684948,0,0,0,0,0,0,0,0,0,0.31897973,0,0.136331129,0,0,0.271806839,0,0.004733038,0,0.05538086,0,0.138107387,0.092634773,0,0,0,0.03686593,0,0.041482251,0,0,0.044960781,0.080108594,0,0.078494315,0.049171353,0.083594118,0,0,0,0,0.03623905,0.006067255,0.015274022,0,0.010489971,0.021746574,0.013587127,0,0,0,0,0.005646401,0,0,0.051606835,0,0,0,0.218429263,0.267750089,0,0.071744993,0,0.046327767,0.321210226,0.089607364,0.042969639,0.009699037,0.115113694,0,0.294027623,0.171663383,0.107660302,0.139295608,0.127071067,0,0,0.121462147,0,0,0,0,0,0.056264471,0.126784059,0,0.086029176,0.416256245,0,0.193328167,0.3310081,0.09703844,0,0.319751672,0.125961934,0.130673564,0.32604124,0.153395668,0.320060834,0.345849689,0.018992181,0.073327295,0.226469581,0.322464326,0,0.081679707,0.369278575,0,0.083252685,0.207357959,0,0.068582526,0.06560236,0.064118757,0.124284719,0.012706124,0.179829478,0.042680777,0,0.095551239,0,0.075281107,0.105454562,0.046155883,0,0,0,0.134562106,0.170264688,0.143969575,0,0.030953042,0.114153046,0.08008763,0,0.109856233,0,0,0,0,0.01927059,0.017695294,0.055027919,0.079677533,0.331677187,0.231953866,0.10569161,0.102120251,0.013100198,0.017938166,0.109578356,0.126466635,0.129933702,0.201297096,0.027031582,0.150487165,0.101374959,0.079332991,0.063099215,0.145177411,0,0.02639775,0.057472299,0,0.134562106,0.180957579,0,0.193683558
2123,0,0,0.036367958,0,0.254137495,0,0,0.05449755,0.037401336,0.018849644,0.008425439,0,0.02709872,0.000570231,0.091267092,0.052205754,0.002753137,0,0.073806178,0,0,0.047061655,0.138688092,0.036023562,0,0.16566816,0.05871101,0.025193276,0.006213107,0.09016621,0.028316561,0,0.04623187,0.04061457,0.011638307,0.146566819,0.133936144,0.016316113,0.005978241,0,0.0989446,0.190087595,0.10485996,0.103740555,0.040770536,0.069416418,0.06789978,0.063636123,0.046957619,0,0.114695239,0,0.085073463,0.123161535,0,0,0.067164149,0.111645772,0.117351734,0,0.072825294,0.013411975,0.065927012,0.225345754,0.185375889,0.198897392,0,0.030959171,0,0.012858611,0.044639026,0.141751151,0.138821577,0.036135101,0.179557244,0,0.095011986,0,0.169174274,0.012149394,0.019463925,0.066265775,0,0,0.04229445,0,0,0.181702833,0,0.11016333,0,0.047612044,0.048874137,0.01277769,0.005255464,0.042570839,0.065644911,0.051347294,0.063740108,0.092781147,0.063286703,0,0,0.042686589,0,0.160175222,0,0.104834496,0.123901901,0.020100523,0,0.097279705,0.08948582,0.165740827,0.058234588,0.138224652,0.164324337,0.064092269,0.03777132,0,0.001008677,0,0.078728773,0,0.00465667,0.004659435,0.042966099,0,0.076011192,0,0,0.003058918,0,0,0,0,0.024799498,0.036150393,0.043475441,0,0,0.058287357,0.03493782,0.001615009,0,0.031965914,0.022533888,0.090648463,0.071422058,0.083874306,0.009966304,0,0,0.00851492,0,0.02376905,0.001845693,0.036974084,0.001662601,0.026421626,0,0.114604916,0,0,0.023876376,0.002219175,0.123111499,0,0.005781639,0,0,0.018287339,0.227470715,0,0.01349748,0.017283833,0,0,0,0.123991529,0.075227313,0,0.061520151,0.006336567,0.066887529,0.00629791,0.069587867,0,0,0,0,0.055554309,0,0,0.042572706,0,0,0.040673633,0,0,0.010735719,0,0.022687268,0,0,0,0.034558113,0.092760292,0.053356441,0,0.02900631,0.057107667,0.042686589,0.090623628,0,0.042882792,0,0.063670214,0.004200219,0.105716524,0.012517821,0.000857911,0,0,0,0,0,0.016230845,0.008991315,0,0,0.072793953,0.150123821,0.000405927,0,0.024881424,0,0.036504357,0,0.059415686,0.070846105,0.078993421,0.104065218,0,0,0,0,0,0,0.150513017,0.037250425,0.052249662,0.075355706
2131,0,0.079510885,0.023002533,0,0.02190502,0.219650539,0,0,0,0.022267285,0.096163966,0.082754975,0.071072657,0.041190527,0.058449306,0,0.063117491,0.100812149,0.028797471,0.070110308,0.141803532,0,0,0.141004777,0,0,0.062390353,0.110559899,0.081444739,0,0,0,0,0,0,0.106994705,0,0.093713807,0,0.001164284,0.097161048,0,0.075047683,0,0,0,0.00812428,0,0.060968333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079655626,0.007501077,0,0.030437603,0.083533281,0,0,0,0.056993363,0.123674063,0,0,0,0,0,0.083069835,0,0,0,0,0.013027117,0.18893073,0.157834327,0,0,0.101988463,0.086103382,0.078450925,0.110769299,0,0,0,0,0,0,0,0,0,0.115193951,0,0,0,0.044448317,0,0,0,0,0.131532576,0.011175267,0.106185673,0,0,0.041763968,0,0,0,0,0.038733665,0,0,0,0,0.007674765,0.005377716,0.024277294,0.045582458,0.012402563,0.007268751,0.003430678,0,0,0,0,0,0,0.033866551,0,0,0.000986476,0.091146215,0.203951439,0.186325476,0.005358777,0,0,0,0.005702407,0,0.039772826,0,0.075812287,0.094011215,0.243834247,0.071755365,0,0.099994201,0.066835753,0.008774402,0.192002609,0,0.051110192,0,0,0.21523245,0.124593871,0.062975946,0.081637416,0,0,0.276839685,0,0.08494584,0,0,0,0,0.172181951,0.088167017,0.173260718,0.076769937,0.187483698,0.190042712,0,0.067804314,0.17813349,0.206528862,0.013240951,0,0.03356737,0.179654933,0,0,0,0.010199217,0.096882028,0,0,0,0.127563093,0.042443393,0.072910623,0,0.059810351,0,0.113253134,0.106311678,0.068901583,0,0,0.101600877,0.123602181,0.080273729,0.016275656,0,0.050983298,0.065609807,0.093713807,0.037386463,0,0,0,0,0,0,0.054790534,0.039392446,0.113079381,0.051144621,0.146731114,0.233770464,0.163432623,0.044853028,0.140858023,0.090799512,0.115455879,0.172096016,0.130653071,0.031273991,0.080463025,0,0.060520615,0.005760851,0,0.031225082,0.177693049,0,0.032934107,0.08729851,0.000105373,0.012874313
2211,0,0.039692907,0,0,0,0,0,0,0,0,0,0.020409347,0,0,0.076623275,0,0.019143553,0.066808106,0,0.098268498,0,0.092223814,0,0.01527217,0.0857292,0.170777565,0,0.087341183,0,0.106556626,0.162092576,0,0,0.002647324,0,0.162957235,0,0.111887775,0,0,0,0.234506734,0.093221652,0.14098111,0.133795009,0.118807094,0.046501635,0.071754014,0.109105526,0,0,0.05259357,0.312317245,0.106551691,0.302645005,0.034268511,0,0,0.094824084,0,0.056546594,0,0.137834756,0.030882805,0.092621836,0.076985111,0.124332286,0.10170725,0.086811591,0.073154513,0,0.000533714,0.113819308,0,0.123396993,0.169263063,0.252731555,0,0,0.162078719,0.025130476,0.207594928,0.184211945,0.121377716,0.104442357,0.041309722,0,0.230277933,0.069009909,0.029643733,0.307478259,0.077790745,0.047535786,0,0.13079035,0,0.174789381,0.076511635,0,0.163529225,0,0.008429183,0.145654174,0.059077006,0.173167502,0.062622286,0.119812014,0.113255983,0.086847998,0.131759005,0.124882961,0,0.191306432,0.092730832,0,0.131631162,0.200310309,0.061733249,0.099919227,0,0,0,0.099764094,0.133876164,0,0,0.080694571,0,0.083061582,0.069034784,0.031782897,0,0,0,0.144702091,0.095732893,0.094772742,0.094376878,0.0359537,0,0,0.161037604,0.206230197,0,0.028408186,0,0,0.251721674,0.184722487,0.324906372,0.02635672,0,0.122539652,0,0.063880504,0,0.006955098,0,0,0.033857199,0.114098547,0,0.192105082,0,0.103057622,0.044014171,0.154225172,0.058446954,0.029997393,0,0.130432914,0.068536022,0.243861131,0.009543843,0,0.196401547,0.276825844,0.612423674,0.285659257,0.19035592,0.02715974,0.066495951,0.211449475,0.098447697,0.115462628,0,0,0,0.025130476,0.115735806,0,0.109733286,0,0.028956884,0.16966142,0,0,0.136245296,0,0,0,0,0.046376923,0,0,0,0.02975923,0.03451709,0.076180968,0.052313446,0,0.15516813,0.013319515,0.107014044,0.14766572,0.082754304,0,0.069157267,0,0,0.012094738,0,0,0,0,0.010377608,0,0.072964503,0.030128166,0.13125335,0.039355366,0.02223758,0.060058906,0,0.100815557,0,0,0.11783558,0,0.030727727,0.075002065,0,0.116452892,0,0,0,0,0,0,0.193775579,0.083196084,0,0.085405944
