Source,Target,Type,Weight
3272,4531,Directed,0.35108
3273,2121,Directed,0.337036
3273,3121,Directed,0.204609
3273,3131,Directed,0.333276
3273,3162,Directed,0.255501
3273,3221,Directed,0.221642
3273,3241,Directed,0.227674
3273,3251,Directed,0.247971
3273,3253,Directed,0.352161
3273,3254,Directed,0.299247
3273,3256,Directed,0.275087
3273,3259,Directed,0.231223
3273,3262,Directed,0.211788
3273,3328,Directed,0.265616
3273,3331,Directed,0.205654
3273,3333,Directed,0.280906
3273,3352,Directed,0.318552
3273,3364,Directed,0.226782
3273,4921,Directed,0.245595
3273,4931,Directed,0.240429
3273,6112,Directed,0.366135
3273,6115,Directed,0.202877
3274,2121,Directed,0.57656
3274,3112,Directed,0.3325
3274,3115,Directed,0.285075
3274,3117,Directed,0.344196
3274,3131,Directed,0.299798
3274,3132,Directed,0.252546
3274,3161,Directed,0.227722
3274,3162,Directed,0.318933
3274,3221,Directed,0.233922
3274,3271,Directed,0.219904
3274,3324,Directed,0.259413
3274,3328,Directed,0.312658
3274,3331,Directed,0.241058
3274,3335,Directed,0.330832
3274,3341,Directed,0.319837
3274,3352,Directed,0.205894
3274,3353,Directed,0.209196
3274,3364,Directed,0.263886
3274,4232,Directed,0.232546
3274,4234,Directed,0.257046
3274,4236,Directed,0.357161
3274,4238,Directed,0.390418
3274,4239,Directed,0.254198
3274,4243,Directed,0.228959
3274,4245,Directed,0.222927
3274,4249,Directed,0.381985
3274,4421,Directed,0.506924
3274,4422,Directed,0.446926
3274,4511,Directed,0.265104
3274,4512,Directed,0.27553
3274,4532,Directed,0.253318
3274,4541,Directed,0.215037
3274,4872,Directed,0.260025
3274,4883,Directed,0.350576
3274,4885,Directed,0.254198
3274,5241,Directed,0.205894
3274,5612,Directed,0.340592
3274,5616,Directed,0.329761
3274,5619,Directed,0.321987
3274,6222,Directed,0.200361
3274,7114,Directed,0.224377
3279,3114,Directed,0.235984
3279,3131,Directed,0.424864
3279,3161,Directed,0.236282
3279,3162,Directed,0.443999
3279,3221,Directed,0.268811
3279,3255,Directed,0.226871
3279,3341,Directed,0.260378
3279,3352,Directed,0.285202
3279,3359,Directed,0.234877
3279,3362,Directed,0.210767
3279,4249,Directed,0.402315
3279,4512,Directed,0.259266
3279,5241,Directed,0.251778
3279,6112,Directed,0.210568
3313,2123,Directed,0.225346
3313,3112,Directed,0.303884
3313,3117,Directed,0.292889
3313,3119,Directed,0.200343
3313,3121,Directed,0.303884
3313,3131,Directed,0.256459
3313,3151,Directed,0.460579
3313,3162,Directed,0.451686
3313,3221,Directed,0.211773
3313,3254,Directed,0.503258
3313,3256,Directed,0.350881
3313,3271,Directed,0.212281
3313,3274,Directed,0.218255
3313,3314,Directed,0.834251
3313,3328,Directed,0.348501
3313,3333,Directed,0.23062
3313,3336,Directed,0.206974
3313,3341,Directed,0.35568
3313,3342,Directed,0.205386
3313,3352,Directed,0.584159
3313,3359,Directed,0.224835
3313,3361,Directed,0.331913
3313,3362,Directed,0.291295
3313,3364,Directed,0.241736
3313,3365,Directed,0.235746
3313,3369,Directed,0.204274
3313,4247,Directed,0.229837
3313,4248,Directed,0.229837
3313,4249,Directed,0.475819
3313,4512,Directed,0.311372
3313,4531,Directed,0.206974
3313,4831,Directed,0.236937
3313,5331,Directed,0.216182
3314,3112,Directed,0.3321
3314,3117,Directed,0.236528
3314,3131,Directed,0.506524
3314,3151,Directed,0.39738
3314,3162,Directed,0.291576
3314,3221,Directed,0.264557
3314,3231,Directed,0.232291
3314,3241,Directed,0.306502
3314,3251,Directed,0.257718
3314,3274,Directed,0.258805
3314,3313,Directed,0.897566
3314,3328,Directed,0.308531
3314,3333,Directed,0.335628
3314,3341,Directed,0.382656
3314,3342,Directed,0.220382
3314,3352,Directed,0.440648
3314,3361,Directed,0.423615
3314,3362,Directed,0.259758
3314,3363,Directed,0.213545
3314,3364,Directed,0.236528
3314,4247,Directed,0.291576
3314,4248,Directed,0.224629
3314,4249,Directed,0.345673
3314,4512,Directed,0.255012
3314,4531,Directed,0.201766
3314,4831,Directed,0.23173
3314,4855,Directed,0.204559
3315,2121,Directed,0.357474
3315,3112,Directed,0.242081
3315,3115,Directed,0.388209
3315,3119,Directed,0.255046
3315,3121,Directed,0.258471
3315,3131,Directed,0.381743
3315,3151,Directed,0.432896
3315,3162,Directed,0.217947
3315,3231,Directed,0.218248
3315,3241,Directed,0.317194
3315,3251,Directed,0.418172
3315,3254,Directed,0.482413
3315,3259,Directed,0.350148
3315,3262,Directed,0.26644
3315,3273,Directed,0.244154
3315,3279,Directed,0.209619
3315,3313,Directed,0.221878
3315,3328,Directed,0.434475
3315,3333,Directed,0.254446
3315,3345,Directed,0.246446
3315,3352,Directed,0.418172
3315,3361,Directed,0.253076
3315,3365,Directed,0.378758
3315,3369,Directed,0.200688
3315,3391,Directed,0.252849
3315,4232,Directed,0.365643
3315,4235,Directed,0.309607
3315,4248,Directed,0.327092
3315,4855,Directed,0.227841
3315,6112,Directed,0.361267
3321,3131,Directed,0.33218
3321,3222,Directed,0.580185
3321,3254,Directed,0.387093
3321,3262,Directed,0.203514
3321,3315,Directed,0.224703
3321,3322,Directed,0.261399
3321,3323,Directed,0.271699
3321,3324,Directed,0.53104
3321,3325,Directed,0.565875
3321,3326,Directed,0.585862
3321,3329,Directed,0.554246
3321,3342,Directed,0.226059
3321,3361,Directed,0.244906
3321,3362,Directed,0.266901
3321,3363,Directed,0.228312
3321,3372,Directed,0.480415
3321,4249,Directed,0.25051
3321,4421,Directed,0.22728
3321,4512,Directed,0.277948
3322,2121,Directed,0.276686
3322,3117,Directed,0.258203
3322,3131,Directed,0.518439
3322,3161,Directed,0.253702
3322,3169,Directed,0.20028
3322,3253,Directed,0.204045
3322,3255,Directed,0.214812
3322,3314,Directed,0.246723
3322,3323,Directed,0.281867
3322,3325,Directed,0.482261
3322,3332,Directed,0.491287
3322,3335,Directed,0.438323
3322,3336,Directed,0.487147
3322,3339,Directed,0.339561
3322,3346,Directed,0.270437
3322,3351,Directed,0.536816
3322,3353,Directed,0.253537
3322,3359,Directed,0.455641
3322,3362,Directed,0.281433
3322,3363,Directed,0.378641
3322,3369,Directed,0.227727
3322,3372,Directed,0.30077
3322,3391,Directed,0.214259
3322,5232,Directed,0.204759
3322,5612,Directed,0.295992
3323,3112,Directed,0.26018
3323,3114,Directed,0.213413
3323,3131,Directed,0.333578
3323,3162,Directed,0.257737
3323,3241,Directed,0.226905
3323,3251,Directed,0.209155
3323,3253,Directed,0.254396
3323,3321,Directed,0.222042
3323,3324,Directed,0.414746
3323,3328,Directed,0.244729
3323,3331,Directed,0.207891
3323,3333,Directed,0.211689
3323,3361,Directed,0.204911
3323,3362,Directed,0.247109
3323,3365,Directed,0.233683
3323,4232,Directed,0.283699
3323,4248,Directed,0.227774
3323,4249,Directed,0.202689
3323,4885,Directed,0.221031
3323,5612,Directed,0.210515
3324,3112,Directed,0.225208
3324,3115,Directed,0.231517
3324,3222,Directed,0.400182
3324,3254,Directed,0.209737
3324,3256,Directed,0.249246
3324,3274,Directed,0.271522
3324,3321,Directed,0.505434
3324,3322,Directed,0.242406
3324,3323,Directed,0.53928
3324,3325,Directed,0.472259
3324,3326,Directed,0.447613
3324,3329,Directed,0.394403
3324,3361,Directed,0.28143
3324,3372,Directed,0.408378
3324,4249,Directed,0.233452
3325,2121,Directed,0.208179
3325,3112,Directed,0.215632
3325,3122,Directed,0.490726
3325,3131,Directed,0.408539
3325,3151,Directed,0.350547
3325,3221,Directed,0.217725
3325,3222,Directed,0.679782
3325,3255,Directed,0.243215
3325,3256,Directed,0.298841
3325,3273,Directed,0.27095
3325,3274,Directed,0.211972
3325,3314,Directed,0.225908
3325,3321,Directed,0.638422
3325,3322,Directed,0.572445
3325,3324,Directed,0.589058
3325,3326,Directed,0.705082
3325,3329,Directed,0.674885
3325,3332,Directed,0.417494
3325,3335,Directed,0.229813
3325,3336,Directed,0.44953
3325,3339,Directed,0.225297
3325,3342,Directed,0.211338
3325,3352,Directed,0.335824
3325,3359,Directed,0.248516
3325,3365,Directed,0.218468
3325,3372,Directed,0.707369
3325,4238,Directed,0.21452
3325,4243,Directed,0.227485
3325,4249,Directed,0.298841
3325,4512,Directed,0.208179
3325,5616,Directed,0.240135
3326,3112,Directed,0.294724
3326,3122,Directed,0.26254
3326,3222,Directed,0.710503
3326,3241,Directed,0.200625
3326,3255,Directed,0.269601
3326,3274,Directed,0.222668
3326,3314,Directed,0.201842
3326,3315,Directed,0.352716
3326,3321,Directed,0.620185
3326,3324,Directed,0.47721
3326,3325,Directed,0.645656
3326,3329,Directed,0.687829
3326,3336,Directed,0.252601
3326,3341,Directed,0.200392
3326,3342,Directed,0.219241
3326,3365,Directed,0.343699
3326,3372,Directed,0.526955
3326,4238,Directed,0.387478
3326,4247,Directed,0.337791
3326,4249,Directed,0.371684
3326,4512,Directed,0.201842
3326,5211,Directed,0.26254
3326,5611,Directed,0.223622
3326,5612,Directed,0.425267
3328,3112,Directed,0.289911
3328,3115,Directed,0.210034
3328,3121,Directed,0.234393
3328,3122,Directed,0.227763
3328,3131,Directed,0.388614
3328,3141,Directed,0.237393
3328,3161,Directed,0.249591
3328,3162,Directed,0.340802
3328,3241,Directed,0.212306
3328,3251,Directed,0.306944
3328,3254,Directed,0.246246
3328,3256,Directed,0.227763
3328,3259,Directed,0.347014
3328,3315,Directed,0.436039
3328,3333,Directed,0.271004
3328,3336,Directed,0.252586
3328,3341,Directed,0.227763
3328,3352,Directed,0.373891
3328,3365,Directed,0.256534
3328,3369,Directed,0.265551
3328,4235,Directed,0.27756
3328,4241,Directed,0.220584
3328,4248,Directed,0.391955
3328,4249,Directed,0.257726
3328,5611,Directed,0.364936
3328,5612,Directed,0.265551
3328,6112,Directed,0.258639
3329,3221,Directed,0.208433
3329,3222,Directed,0.323084
3329,3321,Directed,0.281862
3329,3325,Directed,0.32352
3329,3326,Directed,0.426355
3329,3334,Directed,0.299167
3329,3352,Directed,0.219714
3331,2121,Directed,0.33253
3331,3114,Directed,0.277063
3331,3115,Directed,0.405463
3331,3122,Directed,0.372039
3331,3131,Directed,0.289852
3331,3231,Directed,0.207391
3331,3251,Directed,0.34401
3331,3253,Directed,0.401003
3331,3254,Directed,0.265584
3331,3259,Directed,0.27674
3331,3262,Directed,0.268819
3331,3273,Directed,0.314344
3331,3315,Directed,0.309248
3331,3328,Directed,0.239922
3331,3333,Directed,0.257939
3331,3339,Directed,0.26631
3331,3345,Directed,0.215253
3331,3352,Directed,0.326281
3331,3362,Directed,0.212338
3331,3365,Directed,0.24111
3331,4232,Directed,0.230287
3331,4235,Directed,0.376079
3331,4241,Directed,0.209958
3331,4249,Directed,0.443395
3331,4885,Directed,0.202288
3331,4931,Directed,0.208348
3331,6112,Directed,0.213859
3332,2121,Directed,0.273661
3332,3112,Directed,0.287362
3332,3115,Directed,0.304396
3332,3122,Directed,0.255178
3332,3131,Directed,0.349082
3332,3132,Directed,0.212889
3332,3162,Directed,0.368217
3332,3221,Directed,0.204025
3332,3241,Directed,0.33537
3332,3251,Directed,0.232901
3332,3253,Directed,0.315658
3332,3255,Directed,0.202242
3332,3262,Directed,0.208181
3332,3273,Directed,0.285279
3332,3314,Directed,0.261427
3332,3315,Directed,0.371683
3332,3322,Directed,0.227149
3332,3328,Directed,0.218036
3332,3333,Directed,0.240833
3332,3334,Directed,0.317561
3332,3336,Directed,0.312186
3332,3339,Directed,0.374626
3332,3361,Directed,0.220416
3332,3391,Directed,0.5652
3332,4245,Directed,0.212625
3332,4247,Directed,0.289036
3332,4248,Directed,0.243278
3332,5241,Directed,0.204025
3332,6112,Directed,0.201733
3333,2211,Directed,0.252732
3333,3131,Directed,0.381398
3333,3151,Directed,0.205307
3333,3161,Directed,0.309322
3333,3231,Directed,0.214176
3333,3251,Directed,0.417827
3333,3253,Directed,0.330246
3333,3254,Directed,0.305977
3333,3259,Directed,0.499215
3333,3273,Directed,0.207897
3333,3328,Directed,0.321708
3333,3345,Directed,0.200343
3333,4247,Directed,0.342541
3333,6112,Directed,0.410141
3334,3122,Directed,0.244641
3334,3132,Directed,0.212112
3334,3221,Directed,0.27267
3334,3261,Directed,0.215728
3334,3339,Directed,0.312211
3334,3351,Directed,0.261623
3334,3352,Directed,0.244641
3334,3391,Directed,0.347686
3335,3112,Directed,0.277335
3335,3114,Directed,0.24515
3335,3121,Directed,0.210388
3335,3131,Directed,0.384812
3335,3132,Directed,0.275412
3335,3161,Directed,0.202861
3335,3162,Directed,0.233251
3335,3241,Directed,0.248177
3335,3254,Directed,0.388573
3335,3255,Directed,0.266001
3335,3322,Directed,0.36325
3335,3328,Directed,0.208009
3335,3332,Directed,0.24515
3335,3333,Directed,0.23724
3335,3336,Directed,0.354076
3335,3339,Directed,0.354537
3335,3345,Directed,0.266549
3335,3352,Directed,0.324332
3335,3361,Directed,0.210388
3335,3362,Directed,0.249897
3335,3365,Directed,0.306107
3335,4232,Directed,0.329795
3335,4235,Directed,0.215767
3335,4236,Directed,0.220327
3335,4238,Directed,0.253584
3335,4245,Directed,0.202598
3336,3112,Directed,0.317236
3336,3114,Directed,0.330809
3336,3117,Directed,0.272817
3336,3121,Directed,0.34827
3336,3131,Directed,0.315569
3336,3162,Directed,0.385856
3336,3221,Directed,0.249693
3336,3231,Directed,0.230016
3336,3254,Directed,0.240148
3336,3256,Directed,0.330809
3336,3272,Directed,0.224354
3336,3313,Directed,0.213695
3336,3314,Directed,0.257877
3336,3315,Directed,0.362994
3336,3322,Directed,0.397756
3336,3332,Directed,0.397756
3336,3335,Directed,0.451839
3336,3339,Directed,0.468118
3336,3351,Directed,0.202601
3336,3352,Directed,0.564087
3336,3359,Directed,0.224967
3336,3363,Directed,0.226119
3336,3365,Directed,0.437523
3336,3391,Directed,0.234202
3336,4238,Directed,0.333638
3336,4249,Directed,0.251628
3336,5232,Directed,0.323122
3339,3121,Directed,0.209822
3339,3131,Directed,0.232978
3339,3132,Directed,0.203455
3339,3162,Directed,0.224085
3339,3221,Directed,0.253017
3339,3241,Directed,0.318192
3339,3251,Directed,0.32056
3339,3253,Directed,0.232978
3339,3254,Directed,0.333649
3339,3255,Directed,0.296991
3339,3256,Directed,0.21043
3339,3262,Directed,0.27126
3339,3273,Directed,0.235568
3339,3315,Directed,0.280403
3339,3328,Directed,0.28571
3339,3332,Directed,0.329888
3339,3333,Directed,0.304049
3339,3334,Directed,0.383622
3339,3336,Directed,0.218746
3339,3345,Directed,0.266473
3339,3352,Directed,0.218255
3339,3361,Directed,0.201222
3339,3365,Directed,0.290691
3339,3369,Directed,0.234546
3339,3391,Directed,0.609788
3339,4235,Directed,0.225301
3339,4247,Directed,0.224085
3339,4248,Directed,0.224085
3339,6112,Directed,0.229536
3341,2121,Directed,0.488084
3341,2122,Directed,0.203899
3341,2211,Directed,0.207595
3341,3112,Directed,0.337929
3341,3114,Directed,0.323473
3341,3117,Directed,0.29351
3341,3119,Directed,0.331298
3341,3121,Directed,0.337929
3341,3131,Directed,0.609263
3341,3141,Directed,0.228506
3341,3151,Directed,0.609263
3341,3161,Directed,0.231017
3341,3162,Directed,0.406549
3341,3231,Directed,0.204952
3341,3256,Directed,0.448412
3341,3273,Directed,0.374764
3341,3274,Directed,0.519906
3341,3315,Directed,0.258747
3341,3321,Directed,0.215426
3341,3322,Directed,0.243204
3341,3325,Directed,0.375596
3341,3326,Directed,0.23224
3341,3333,Directed,0.678399
3341,3335,Directed,0.20584
3341,3336,Directed,0.459662
3341,3342,Directed,0.514724
3341,3344,Directed,0.498413
3341,3345,Directed,0.280146
3341,3346,Directed,0.248839
3341,3359,Directed,0.577639
3341,3364,Directed,0.351501
3341,3365,Directed,0.509368
3341,3391,Directed,0.273046
3341,4236,Directed,0.214328
3341,4248,Directed,0.503459
3341,4249,Directed,0.226563
3341,4541,Directed,0.205743
3341,5211,Directed,0.645692
3341,5331,Directed,0.226563
3341,5611,Directed,0.305744
3342,2121,Directed,0.28861
3342,3112,Directed,0.338027
3342,3121,Directed,0.235364
3342,3131,Directed,0.409789
3342,3141,Directed,0.239885
3342,3151,Directed,0.312879
3342,3161,Directed,0.265626
3342,3162,Directed,0.207075
3342,3169,Directed,0.295749
3342,3222,Directed,0.240968
3342,3271,Directed,0.605371
3342,3273,Directed,0.300228
3342,3274,Directed,0.320432
3342,3313,Directed,0.335944
3342,3315,Directed,0.457213
3342,3322,Directed,0.256338
3342,3325,Directed,0.32225
3342,3333,Directed,0.222098
3342,3335,Directed,0.204734
3342,3336,Directed,0.360303
3342,3341,Directed,0.509009
3342,3344,Directed,0.864276
3342,3345,Directed,0.338949
3342,3346,Directed,0.480729
3342,3352,Directed,0.541193
3342,3353,Directed,0.600013
3342,3359,Directed,0.561095
3342,3361,Directed,0.360303
3342,3362,Directed,0.360303
3342,3363,Directed,0.200685
3342,3365,Directed,0.264136
3342,3391,Directed,0.241977
3342,4249,Directed,0.20318
3342,5211,Directed,0.446218
3342,5616,Directed,0.227448
3342,6112,Directed,0.274674
3344,2121,Directed,0.225776
3344,3112,Directed,0.302864
3344,3114,Directed,0.258445
3344,3115,Directed,0.432602
3344,3117,Directed,0.207292
3344,3122,Directed,0.383384
3344,3131,Directed,0.426136
3344,3141,Directed,0.249923
3344,3161,Directed,0.253944
3344,3162,Directed,0.371484
3344,3253,Directed,0.222016
3344,3254,Directed,0.225776
3344,3255,Directed,0.200114
3344,3271,Directed,0.552296
3344,3273,Directed,0.298766
3344,3315,Directed,0.26944
3344,3333,Directed,0.313816
3344,3335,Directed,0.280202
3344,3336,Directed,0.313149
3344,3341,Directed,0.286474
3344,3342,Directed,0.681232
3344,3345,Directed,0.25698
3344,3346,Directed,0.399411
3344,3353,Directed,0.61636
3344,3359,Directed,0.470232
3344,3361,Directed,0.239477
3344,4247,Directed,0.26234
3344,4249,Directed,0.316437
3344,4512,Directed,0.225776
3344,5211,Directed,0.383384
3345,2122,Directed,0.225685
3345,3114,Directed,0.202591
3345,3141,Directed,0.204535
3345,3151,Directed,0.488381
3345,3161,Directed,0.265038
3345,3162,Directed,0.331425
3345,3254,Directed,0.333779
3345,3256,Directed,0.218386
3345,3273,Directed,0.220459
3345,3313,Directed,0.210417
3345,3315,Directed,0.321926
3345,3328,Directed,0.211207
3345,3333,Directed,0.261627
3345,3336,Directed,0.324243
3345,3352,Directed,0.218386
3345,4234,Directed,0.218386
3345,5211,Directed,0.269538
3345,5232,Directed,0.261851
3345,6112,Directed,0.361236
3346,3112,Directed,0.315887
3346,3114,Directed,0.249334
3346,3115,Directed,0.272223
3346,3117,Directed,0.289952
3346,3122,Directed,0.289952
3346,3151,Directed,0.207765
3346,3162,Directed,0.278052
3346,3222,Directed,0.317275
3346,3271,Directed,0.538046
3346,3274,Directed,0.312228
3346,3313,Directed,0.202801
3346,3315,Directed,0.25519
3346,3321,Directed,0.249657
3346,3322,Directed,0.485938
3346,3326,Directed,0.208479
3346,3335,Directed,0.285257
3346,3336,Directed,0.487139
3346,3341,Directed,0.403895
3346,3342,Directed,0.533442
3346,3344,Directed,0.690081
3346,3351,Directed,0.600208
3346,3352,Directed,0.289952
3346,3353,Directed,0.519033
3346,3359,Directed,0.750172
3346,3363,Directed,0.336604
3346,3365,Directed,0.318723
3346,4236,Directed,0.289952
3346,4238,Directed,0.263623
3346,4239,Directed,0.360533
3346,4243,Directed,0.281983
3346,4248,Directed,0.278052
3346,4249,Directed,0.319915
3346,4541,Directed,0.241103
3346,4543,Directed,0.2269
3346,5121,Directed,0.450166
3346,5232,Directed,0.333417
3346,5616,Directed,0.207765
3346,5619,Directed,0.241853
3346,7114,Directed,0.237854
3351,3117,Directed,0.22606
3351,3122,Directed,0.350999
3351,3132,Directed,0.22156
3351,3221,Directed,0.254089
3351,3259,Directed,0.222277
3351,3261,Directed,0.215631
3351,3271,Directed,0.228427
3351,3322,Directed,0.458633
3351,3336,Directed,0.231916
3351,3346,Directed,0.291605
3351,3352,Directed,0.43018
3351,3359,Directed,0.489
3351,3361,Directed,0.207092
3351,3363,Directed,0.267317
3351,3365,Directed,0.203679
3351,3366,Directed,0.209122
3351,3391,Directed,0.227873
3351,6113,Directed,0.212696
3351,7211,Directed,0.312081
3352,2211,Directed,0.230278
3352,3112,Directed,0.418604
3352,3114,Directed,0.249246
3352,3121,Directed,0.293665
3352,3131,Directed,0.291998
3352,3132,Directed,0.369684
3352,3133,Directed,0.204724
3352,3141,Directed,0.251189
3352,3161,Directed,0.369684
3352,3162,Directed,0.362285
3352,3221,Directed,0.402213
3352,3231,Directed,0.253442
3352,3241,Directed,0.20112
3352,3251,Directed,0.328427
3352,3253,Directed,0.291998
3352,3254,Directed,0.392668
3352,3255,Directed,0.270096
3352,3259,Directed,0.403825
3352,3262,Directed,0.214484
3352,3273,Directed,0.309311
3352,3314,Directed,0.216577
3352,3315,Directed,0.436332
3352,3328,Directed,0.270096
3352,3333,Directed,0.473284
3352,3334,Directed,0.208559
3352,3339,Directed,0.251423
3352,3353,Directed,0.512186
3352,3362,Directed,0.339422
3352,3364,Directed,0.432176
3352,3365,Directed,0.289013
3352,3369,Directed,0.215678
3352,4235,Directed,0.202133
3352,4238,Directed,0.222917
3352,4855,Directed,0.342215
3352,6112,Directed,0.253793
3353,3112,Directed,0.26629
3353,3115,Directed,0.313287
3353,3131,Directed,0.248829
3353,3141,Directed,0.228224
3353,3162,Directed,0.267964
3353,3254,Directed,0.349499
3353,3259,Directed,0.219327
3353,3262,Directed,0.217072
3353,3271,Directed,0.57911
3353,3273,Directed,0.236179
3353,3274,Directed,0.218594
3353,3313,Directed,0.234106
3353,3314,Directed,0.240355
3353,3328,Directed,0.378195
3353,3333,Directed,0.31014
3353,3336,Directed,0.211933
3353,3342,Directed,0.439808
3353,3344,Directed,0.627317
3353,3346,Directed,0.293524
3353,3352,Directed,0.569898
3353,3359,Directed,0.469017
3353,3362,Directed,0.296254
3353,3391,Directed,0.217436
3353,4248,Directed,0.267964
3353,4921,Directed,0.247334
3359,2121,Directed,0.230952
3359,3112,Directed,0.284916
3359,3122,Directed,0.416588
3359,3131,Directed,0.27641
3359,3132,Directed,0.229157
3359,3161,Directed,0.229157
3359,3162,Directed,0.27975
3359,3169,Directed,0.204233
3359,3241,Directed,0.229735
3359,3253,Directed,0.209463
3359,3271,Directed,0.479448
3359,3273,Directed,0.217016
3359,3313,Directed,0.299475
3359,3314,Directed,0.322032
3359,3315,Directed,0.29165
3359,3322,Directed,0.43486
3359,3328,Directed,0.222323
3359,3335,Directed,0.240497
3359,3336,Directed,0.355497
3359,3341,Directed,0.394312
3359,3342,Directed,0.43823
3359,3344,Directed,0.55844
3359,3346,Directed,0.558733
3359,3351,Directed,0.570824
3359,3352,Directed,0.261686
3359,3353,Directed,0.539866
3359,3361,Directed,0.302645
3359,3362,Directed,0.235698
3359,3363,Directed,0.262326
3359,3365,Directed,0.331417
3359,3391,Directed,0.2635
3359,4247,Directed,0.27975
3359,5232,Directed,0.268169
3359,6112,Directed,0.296197
3361,2211,Directed,0.307478
3361,3112,Directed,0.448807
3361,3115,Directed,0.562751
3361,3131,Directed,0.401383
3361,3132,Directed,0.388892
3361,3169,Directed,0.326261
3361,3221,Directed,0.38666
3361,3254,Directed,0.201023
3361,3256,Directed,0.240531
3361,3259,Directed,0.294366
3361,3274,Directed,0.547239
3361,3322,Directed,0.233692
3361,3335,Directed,0.24748
3361,3336,Directed,0.39445
3361,3341,Directed,0.328668
3361,3342,Directed,0.238944
3361,3352,Directed,0.261721
3361,3362,Directed,0.925929
3361,3363,Directed,0.689922
3361,3364,Directed,0.240531
3361,3365,Directed,0.477579
3361,3369,Directed,0.220328
3361,4243,Directed,0.366456
3361,4247,Directed,0.392489
3361,4249,Directed,0.592714
3361,4512,Directed,0.502053
3361,4531,Directed,0.448807
3361,4532,Directed,0.244687
3361,6112,Directed,0.23824
3362,3112,Directed,0.208125
3362,3114,Directed,0.214858
3362,3115,Directed,0.322068
3362,3122,Directed,0.464735
3362,3131,Directed,0.382549
3362,3132,Directed,0.233838
3362,3141,Directed,0.216801
3362,3241,Directed,0.366304
3362,3251,Directed,0.400494
3362,3253,Directed,0.464735
3362,3259,Directed,0.267979
3362,3273,Directed,0.22377
3362,3328,Directed,0.457557
3362,3333,Directed,0.318921
3362,3345,Directed,0.201494
3362,3352,Directed,0.367825
3362,3361,Directed,0.748732
3362,3363,Directed,0.412462
3362,3364,Directed,0.221697
3362,3369,Directed,0.343371
3362,4232,Directed,0.220321
3362,4235,Directed,0.213503
3362,4241,Directed,0.27047
3362,4248,Directed,0.218753
3362,4249,Directed,0.494699
3362,4921,Directed,0.210357
3362,4931,Directed,0.218374
3362,5612,Directed,0.201494
3362,6112,Directed,0.286352
3362,6113,Directed,0.201494
3363,3115,Directed,0.291813
3363,3141,Directed,0.256437
3363,3255,Directed,0.205453
3363,3259,Directed,0.203385
3363,3313,Directed,0.262319
3363,3314,Directed,0.258389
3363,3322,Directed,0.27666
3363,3328,Directed,0.292603
3363,3333,Directed,0.201516
3363,3352,Directed,0.212632
3363,3361,Directed,0.348566
3363,3362,Directed,0.281619
3363,3371,Directed,0.306383
3363,4531,Directed,0.223627
3364,2121,Directed,0.223743
3364,3112,Directed,0.346589
3364,3114,Directed,0.314404
3364,3117,Directed,0.448297
3364,3121,Directed,0.249679
3364,3122,Directed,0.506289
3364,3151,Directed,0.521013
3364,3161,Directed,0.251911
3364,3162,Directed,0.561337
3364,3241,Directed,0.243048
3364,3254,Directed,0.399834
3364,3256,Directed,0.263251
3364,3262,Directed,0.237444
3364,3313,Directed,0.322229
3364,3314,Directed,0.223743
3364,3328,Directed,0.499111
3364,3331,Directed,0.319605
3364,3333,Directed,0.333323
3364,3341,Directed,0.205259
3364,3352,Directed,0.409379
3364,3353,Directed,0.208562
3364,3365,Directed,0.421118
3364,3369,Directed,0.262353
3364,4233,Directed,0.233288
3364,4245,Directed,0.312469
3364,4421,Directed,0.205259
3364,4854,Directed,0.34811
3364,4855,Directed,0.2702
3364,4921,Directed,0.200759
3364,5211,Directed,0.557442
3364,5232,Directed,0.306717
3364,5241,Directed,0.427108
3364,5611,Directed,0.439343
3364,5612,Directed,0.243048
3364,8121,Directed,0.205259
3365,2121,Directed,0.581976
3365,2122,Directed,0.31898
3365,3131,Directed,0.259457
3365,3151,Directed,0.481306
3365,3161,Directed,0.212204
3365,3162,Directed,0.375502
3365,3251,Directed,0.244734
3365,3256,Directed,0.320454
3365,3271,Directed,0.237555
3365,3273,Directed,0.286315
3365,3315,Directed,0.2277
3365,3326,Directed,0.209018
3365,3333,Directed,0.233618
3365,3336,Directed,0.201371
3365,3341,Directed,0.369672
3365,3342,Directed,0.254141
3365,3352,Directed,0.369672
3365,3353,Directed,0.206644
3365,3364,Directed,0.223544
3365,3391,Directed,0.208758
3365,4245,Directed,0.272762
3365,4247,Directed,0.454683
3365,4512,Directed,0.280946
3365,4811,Directed,0.209972
3365,7114,Directed,0.205225
3366,3132,Directed,0.200144
3366,3254,Directed,0.235362
3366,3262,Directed,0.34735
3366,3351,Directed,0.223051
3369,3115,Directed,0.509243
3369,3131,Directed,0.365604
3369,3162,Directed,0.405928
3369,3221,Directed,0.253971
3369,3241,Directed,0.228968
3369,3254,Directed,0.244425
3369,3256,Directed,0.204753
3369,3273,Directed,0.240249
3369,3313,Directed,0.201583
3369,3352,Directed,0.350881
3369,3361,Directed,0.49221
3369,3362,Directed,0.37411
3369,3364,Directed,0.408873
3369,3365,Directed,0.34489
3369,3399,Directed,0.25513
3369,4235,Directed,0.275739
3369,4241,Directed,0.246792
3369,4245,Directed,0.253971
3369,4249,Directed,0.380844
3369,4921,Directed,0.256204
3369,5211,Directed,0.225942
3369,5611,Directed,0.430062
3369,6113,Directed,0.26373
